,avgtempo,base_name,chord_changes,chorus_count,compid,filename_solo,filename_solo_backing,filename_solo_solo,filename_sv,genre,instrument,key,melid,performer,recording_year,rhythmfeel,signature,solopart,style,tempoclass,title,titleaddon,tonalitytype,trackid,tuning_frequency,intensity_solo_5_to_95_percentile_range,intensity_backing_5_to_95_percentile_range
246,53.0,JoshuaRedman_SweetSorrow_Solo,"A1: ||G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb ||
A2: ||G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Db7911# C-7 |B+7 Eb/Bb |Am7b5 D79# |G-j7   |G-j7   |G-j7   |G-j7   |G-j7 NC ||",1,196,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/JoshuaRedman_SweetSorrow_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/JoshuaRedman_SweetSorrow_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/JoshuaRedman_SweetSorrow_Solo_Solo.wav,JoshuaRedman_SweetSorrow_FINAL.sv,ORIGINAL,ts,G-min,246,Joshua Redman,1994,BALLAD,6/8,1,POSTBOP,SLOW,Sweet Sorrow,,COLOR,214,441.211,11.7609618983,21.7826027014
247,84.0,JoshuaRedman_TearsInHeaven_Solo,"A1: ||Bb F/A |G- G-/F |Eb/G Bb/F |F  F7|Bb F/A |G- G-/F |Eb/G Bb/F |F F#o ||
B1: ||G-   |D/F#   |F-   |G7   |C-   |Fsus   |Bb F/A |G- G-/F |Eb/G FsusF|Bb Absus7Ab7||
C1: ||Db Co |Bb- Eb/G |Ab Eb/GC|F- Ab |Db Co |Bb- Eb/G |Ab Go |F7   ||",2,197,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/JoshuaRedman_TearsInHeaven_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/JoshuaRedman_TearsInHeaven_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/JoshuaRedman_TearsInHeaven_Solo_Solo.wav,JoshuaRedman_TearsInHeaven_FINAL.sv,ORIGINAL,ts,Bb-maj,247,Joshua Redman,1993,FUNK,4/4,1,FUSION,MEDIUM SLOW,Tears in Heaven,,FUNCTIONAL,215,440.267,11.9173403677,13.6654018593
248,222.5,KaiWinding_Tiny'sBlues_Solo,A1: ||F7   |F7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G7   |C7   |F7   |C7   ||,5,198,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KaiWinding_Tiny'sBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KaiWinding_Tiny'sBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KaiWinding_Tiny'sBlues_Solo_Solo.wav,KaiWinding_Tiny'sBlues_FINAL.sv,ORIGINAL,tb,F-maj,248,Kai Winding,1948,SWING,4/4,1,BEBOP,UP,Tiny's Blues,,BLUES,216,433.395,8.54535850303,10.3362067154
249,186.7,KennyDorham_BluesInBe=Bop_Solo,A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Eb7   |Eb7   |Bb7   |Ab7   |Eb7   |Eb7   ||,2,199,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_BluesInBe=Bop_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_BluesInBe=Bop_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_BluesInBe=Bop_Solo_Solo.wav,KennyDorham_BluesInBe=Bop_FINAL.sv,ORIGINAL,tp,Eb-maj,249,Kenny Dorham,1946,SWING,4/4,1,BEBOP,UP,Blues in Be-Bop,,BLUES,217,433.006,17.1173791371,12.1545615192
250,121.1,KennyDorham_Doodlin'_Solo,A1: ||Db7   |Gb7   |Db7   |Db7   |Gb7   |Gb7   |Db7   |Db7 Bb7 |Eb-7   |Ab79   |Db7   |Ab7   ||,3,142,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_Doodlin'_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_Doodlin'_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_Doodlin'_Solo_Solo.wav,KennyDorham_Doodlin'_FINAL.sv,ORIGINAL,tp,Db-maj,250,Kenny Dorham,1954,SWING,4/4,1,HARDBOP,MEDIUM,Doodlin',,BLUES,156,439.15,14.5997790307,12.2606967773
251,294.0,KennyDorham_In'NOut_Solo,A1: ||Fsus7913NC  |NC   |NC   |Gbsus7913   |Fsus7913   |Fsus7913   |F7 Eb7 |D79   |Ebj7911#   |Ebj7911#   |Ebj7911#   |Ebj7911#   ||,12,160,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_In'NOut_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_In'NOut_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_In'NOut_Solo_Solo.wav,KennyDorham_In'NOut_FINAL.sv,ORIGINAL,tp,Eb-maj,251,Kenny Dorham,1964,SWING,4/4,1,POSTBOP,UP,In 'n Out,,BLUES,173,436.842,10.2531807611,12.0537211998
252,211.6,KennyDorham_LadyBird_Solo,A1: ||Cj7   |Cj7   |F-7   |Bb7   |Cj7   |Cj7   |Bb-7   |Eb7   |Abj7   |Abj7   |A-7   |D7   |D-7   |G7   |Cj7 Ebj7 |Abj7 Dbj7 ||,5,143,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_LadyBird_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_LadyBird_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_LadyBird_Solo_Solo.wav,KennyDorham_LadyBird_FINAL.sv,ORIGINAL,tp,C-maj,252,Kenny Dorham,1955,SWING,4/4,1,HARDBOP,UP,Lady Bird,,FUNCTIONAL,157,437.591,14.1343957169,13.446382462
253,152.9,KennyDorham_PrinceAlbert_Solo,"A1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |D-7 G7 |Cj7   |Cj7   ||
B1: ||C-7   |F-7   |Bb7   |Ebj7   |Abj7   |Am7b5 D7 |Gj7   |Gj7   ||
C1: ||Am7b5   |D7   |Gj7   |Gj7   |F#m7b5   |B7   |Ej7   |C7   ||
D1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |Db-7   |C-7   |Bo   |Bb-7   |Eb7   |Abj7   |Gm7b5 C7 ||",3,200,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_PrinceAlbert_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_PrinceAlbert_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_PrinceAlbert_Solo_Solo.wav,KennyDorham_PrinceAlbert_FINAL.sv,ORIGINAL,tp,F-min,253,Kenny Dorham,1955,SWING,4/4,1,HARDBOP,MEDIUM UP,Prince Albert,,FUNCTIONAL,218,437.16,11.5006400006,11.7054866417
254,154.9,KennyDorham_Punjab_Solo,"A1: ||Dj7   |Dj7 Bb7 |Bj7   |Abj7   |Fm7b5   |Bb7   |Ej7911#   |Ej7911#   |Ej7911#   |Ej7911# Eb7 ||
B1: ||Abj7   |G7913   |Gb7913   |Cbj7 F7 |F7   |F7   |Gj7 Aj7 |Bj7 Cj7911# ||",4,161,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_Punjab_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_Punjab_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_Punjab_Solo_Solo.wav,KennyDorham_Punjab_FINAL.sv,ORIGINAL,tp,D-chrom,254,Kenny Dorham,1964,SWING,4/4,1,POSTBOP,MEDIUM UP,Punjab,,COLOR,175,436.823,9.81355571532,12.0907598752
255,154.9,KennyDorham_Serenity_Solo,A1: ||Dm7b5   |G+7   |Abj7 Gbj7 |E-7 A7 |F-7 Bb7 |Ebj7 Dm7b5G7|C-7 C-7/Bb |Ab-7 Db7 |G+7 Gb7 |F7   |Ej7   |F-7 Bb+7 |Ebj7   |Dm7b5 G+7 ||,2,162,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyDorham_Serenity_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_Serenity_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyDorham_Serenity_Solo_Solo.wav,KennyDorham_Serenity_FINAL.sv,ORIGINAL,tp,Eb-maj,255,Kenny Dorham,1964,SWING,4/4,1,POSTBOP,MEDIUM UP,Serenity,,FUNCTIONAL,176,437.224,10.4879175823,16.1052634714
256,148.0,KennyGarrett_BrotherHubbard-1_Solo,"A1: ||D-   |G-   |D-   |G-   |D-   |G-   |D-   |G-   |Abj7   |G-   |Abj7   |G- A7 |D-   |G-   |D-   |G-   ||
A2: ||D-   |G-   |D-   |G-   |D-   |G-   |D-   |G-   |Abj7   |G-   |Abj7   |G- A7 |D-   |G-   |D-   |G-   ||
B1: ||G- A7 |D-   |G- A7 |D-   |G- A7 |D-   |G-   |A7 Eb7 |D-   |A7 Eb7 ||
A3: ||D-   |G-   |D-   |G-   |D-   |Bb-   |D-   |G-   ||",1,201,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyGarrett_BrotherHubbard-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyGarrett_BrotherHubbard-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyGarrett_BrotherHubbard-1_Solo_Solo.wav,KennyGarrett_BrotherHubbard-1_FINAL.sv,ORIGINAL,as,D-min,256,Kenny Garrett,1997,FUNK,4/4,1,FUSION,MEDIUM UP,Brother Hubbard,,COLOR,219,438.757,,
257,143.2,KennyGarrett_BrotherHubbard-2_Solo,"A1: ||D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |Abj7   |G-7   |Abj7   |E7 A7 |D-7911   |G-7   |D-7911   |G-7   ||
A2: ||D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |Abj7   |G-7   |Abj7   |E7 A7 |D-7911   |G-7   |D-7911   |G-7   ||
B1: ||G-7 A-7 |D-7   |G-7 A-7 |D-7   |G-7 A-7 |D-7   |G-7   |A7 Bbj7 |Bbj7   |A7911#   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   |D-7911   |G-7   ||",2,201,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyGarrett_BrotherHubbard-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyGarrett_BrotherHubbard-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyGarrett_BrotherHubbard-2_Solo_Solo.wav,KennyGarrett_BrotherHubbard-2_FINAL.sv,ORIGINAL,as,D-min,257,Kenny Garrett,1997,FUNK,4/4,2,FUSION,MEDIUM UP,Brother Hubbard,,COLOR,219,438.743,11.1903983694,15.6478146027
258,155.1,KennyWheeler_DoubleVision_Solo,A1: ||D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   |D#7   |E7   ||,1,202,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyWheeler_DoubleVision_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyWheeler_DoubleVision_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyWheeler_DoubleVision_Solo_Solo.wav,KennyWheeler_DoubleVision_FINAL.sv,ORIGINAL,tp,D#-maj,258,Kenny Wheeler,1985,LATIN/FUNK,4/4,1,POSTBOP,MEDIUM UP,Double Vision,,COLOR,220,438.261,15.0262221017,10.8137372317
259,105.7,KennyWheeler_PassItOn_Solo,"A1: ||C-7   |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||",2,203,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyWheeler_PassItOn_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyWheeler_PassItOn_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyWheeler_PassItOn_Solo_Solo.wav,KennyWheeler_PassItOn_FINAL.sv,ORIGINAL,tp,C-min,259,Kenny Wheeler,1991,FUNK,4/4,1,FUSION,MEDIUM SLOW,Pass it on,,MODAL,221,440.187,8.56925404095,10.7547265585
260,130.1,KennyWheeler_SlippedAgain_Solo,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||,3,204,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KennyWheeler_SlippedAgain_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyWheeler_SlippedAgain_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KennyWheeler_SlippedAgain_Solo_Solo.wav,KennyWheeler_SlippedAgain_FINAL.sv,ORIGINAL,tp,F-maj,260,Kenny Wheeler,1991,SWING,4/4,1,POSTBOP,MEDIUM,Slipped again,,BLUES,222,439.556,13.4947827445,15.3223689319
261,144.7,KidOry_GotNoBlues_Solo,"A1: ||Eb C7 |F7 Bb7 |Eb C7 |F7 Bb7 |Eb   |Eb C7 |F7   |Bb7   ||
B1: ||Eb C7 |F7 Bb7 |C- B-Bb|A D7 |Eb C7 |F7 Bb7 |Eb   |Eb   ||
I1: ||Eb   ||",1,186,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KidOry_GotNoBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_GotNoBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_GotNoBlues_Solo_Solo.wav,KidOry_GotNoBlues_FINAL.sv,ORIGINAL,tb,F-maj,261,Kid Ory,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM UP,Got No Blues,,FUNCTIONAL,204,439.719,8.57999111468,11.9978730478
262,149.8,KidOry_GutBucketBlues_Solo,A1: ||C   |F   |C   |C   |F   |F   |C   |C   |G7   |F   |C   |C   ||,1,205,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KidOry_GutBucketBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_GutBucketBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_GutBucketBlues_Solo_Solo.wav,KidOry_GutBucketBlues_FINAL.sv,ORIGINAL,tb,C-maj,262,Kid Ory,1925,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM UP,Gut Bucket Blues,,BLUES,223,441.777,5.47691399986,10.4449013305
263,184.0,KidOry_MuskratRamble_Solo,A1: ||Ab   |Ab Abo |Eb7   |Eb7   |Ab   |Ab   |Bb7   |Eb7   |Ab   |Ab   |F7   |Bb-   |Bb7 Eb7 |Ab   ||,1,189,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KidOry_MuskratRamble_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_MuskratRamble_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_MuskratRamble_Solo_Solo.wav,KidOry_MuskratRamble_FINAL.sv,ORIGINAL,tb,Ab-maj,263,Kid Ory,1926,TWOBEAT,4/4,1,TRADITIONAL,UP,Muskrat Ramble,,FUNCTIONAL,207,438.399,12.1332060626,9.93477106739
264,129.6,KidOry_SavoyBlues_Solo,"A1: ||G7   |C7 C#o |G7/D   |G7/D   |C7   |C7   |G7   |G7   |D7   |D7   |G7   |G7   ||
I1: ||G7   ||",1,206,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KidOry_SavoyBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_SavoyBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_SavoyBlues_Solo_Solo.wav,KidOry_SavoyBlues_FINAL.sv,ORIGINAL,tb,G-maj,264,Kid Ory,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM,Savoy Blues,,BLUES,224,448.743,6.27492117246,9.92010128495
265,211.6,KidOry_Who'sit_Solo,"A1: ||C   |A7   |D7   |D7   |G7   |G7   |C   |G7   |C   |C   |G   |G   |A-   |D7   |G7   |G7   ||
B1: ||C   |A7   |D7   |D7   |D-6   |E7   |A-   |C7   |F   |F   |C   |A7   |D-7   |G7   |C   |C   |C   |C   ||",1,207,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/KidOry_Who'sit_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_Who'sit_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/KidOry_Who'sit_Solo_Solo.wav,KidOry_Who'sIt_FINAL.sv,ORIGINAL,tb,C-maj,265,Kid Ory,1926,TWOBEAT,4/4,1,TRADITIONAL,UP,Who's it,,FUNCTIONAL,225,448.692,7.633936701,11.416546403
266,192.5,LeeKonitz_AllTheThingsYouAre_Solo,"A1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |G7   |Cj7   |Cj7   ||
A2: ||C-7   |F-7   |Bb7   |Ebj7   |Abj7   |D7   |Gj7   |Gj7   ||
B1: ||A-7   |D7   |Gj7   |Gj7   |F#-7   |B7   |Ej7   |C+7   ||
C1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |Db-7   |C-7   |Bo7   |Bb-7   |Eb7   |Abj7   |G7 C7 ||",3,208,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_AllTheThingsYouAre_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_AllTheThingsYouAre_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_AllTheThingsYouAre_Solo_Solo.wav,LeeKonitz_AllTheThingsYouAre_FINAL.sv,GREAT AMERICAN SONGBOOK,as,Ab-maj,266,Lee Konitz,1955,SWING,4/4,1,COOL,UP,All the Things You Are,,FUNCTIONAL,226,439.755,13.4316809036,14.7532659707
267,229.2,LeeKonitz_BopGoesToLeesel_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |F7   ||,6,209,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_BopGoesToLeesel_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_BopGoesToLeesel_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_BopGoesToLeesel_Solo_Solo.wav,LeeKonitz_BopGoesToLeesel_FINAL.sv,ORIGINAL,as,Bb-maj,267,Lee Konitz,1954,SWING,4/4,1,COOL,UP,Bop Goes to Leesel,,BLUES,227,435.624,14.7777176578,8.59367770159
268,255.8,LeeKonitz_Crosscurrent_Solo,"A1: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
A2: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
B1: ||Bb-7   |Aj7   |Ab-7   |Gj7   |Gbj7   |F7 D7 |G-7   |C7   ||
A3: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   |Fj7   ||",1,210,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_Crosscurrent_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Crosscurrent_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Crosscurrent_Solo_Solo.wav,LeeKonitz_Crosscurrent_FINAL.sv,ORIGINAL,as,F-maj,268,Lee Konitz,1949,SWING,4/4,1,COOL,UP,Crosscurrent,,FUNCTIONAL,228,439.117,16.29974048,11.6862037837
269,211.2,LeeKonitz_I'llRememberApril_Solo,"A1: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |G   |G79b   ||
B1: ||C-7   |F7   |Bbj7   |G-7   |C-7   |F7   |Bbj7   |Bb6   |A-7   |D7   |Gj7   |G6   |F#-7   |B7   |Ej7   |A-7 D7 ||
A2: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |G   |G   ||",3,79,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_I'llRememberApril_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_I'llRememberApril_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_I'llRememberApril_Solo_Solo.wav,LeeKonitz_I'llRememberApril_FINAL.sv,GREAT AMERICAN SONGBOOK,as,G-maj,269,Lee Konitz,1954,SWING,4/4,1,COOL,UP,I'll Remember April,,FUNCTIONAL,229,437.183,15.6848811012,10.7333978676
270,298.6,LeeKonitz_Marshmallow_Solo,"A1: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |C-7   |F7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |Dm7b5 G7 |C-7   |F+7   ||
A2: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |Eb-7   |Ab7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||C#-7   |F#7   |Bj7   |Bj7   |B-7   |E7   |Aj7   |Aj7   |A-7   |D7   |Gj7   |Gj7   |G-7   |C7   |C-7   |F+7   ||
A3: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |Eb-7   |Ab7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |F7   |Bbj7   |Bbj7   ||",1,211,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_Marshmallow_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Marshmallow_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Marshmallow_Solo_Solo.wav,LeeKonitz_Marshmallow_FINAL.sv,ORIGINAL,as,Bb-maj,270,Lee Konitz,1949,SWING,4/4,1,COOL,UP,Marshmallow,,FUNCTIONAL,230,437.193,16.7897357245,12.8575533728
271,138.9,LeeKonitz_MeanToMe_Solo,"B1: ||Abj7   |Bb7 Eb7 |Abj7   |Db7 C7 |F-7   |Db7 C7 |F7   |F-7 Bb7 ||
A3: ||Ebj7 Eo |F-7 Bb7 |Ebj7 Bb-7Eb7|Abj7 Db7 |G-7 C7 |F-7 Bb7 |Ebj7 C-7 |F-7 Bb7 ||",2,212,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_MeanToMe_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_MeanToMe_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_MeanToMe_Solo_Solo.wav,LeeKonitz_MeanToMe_FINAL.sv,GREAT AMERICAN SONGBOOK,as,Eb-maj,271,Lee Konitz,1954,SWING,4/4,1,COOL,MEDIUM,Mean to Me,,FUNCTIONAL,231,434.697,15.5571722495,11.4526875166
272,265.8,LeeKonitz_Tautology_Solo,"A1: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||
B1: ||Cj7911# Bb7911# |Ab7911# Gbj7911# |Fj7   |D7   |G-   |C7   |Fj7   |Fj7   ||
C1: ||Bb-7   |Eb7   |Bbo Bb-7 |Ab   |A-7   |D7   |G7   |C7   ||
A2: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||",2,213,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_Tautology_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Tautology_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Tautology_Solo_Solo.wav,LeeKonitz_Tautology_FINAL.sv,ORIGINAL,as,F-maj,272,Lee Konitz,1949,SWING,4/4,1,COOL,UP,Tautology,,FUNCTIONAL,232,436.095,18.9617307641,12.7099375092
273,173.7,LeeKonitz_Wow-1_Solo,"A1: ||G-7   |C7   |F6   |A- Abj7 |Gj7   |Gb-7   |F6   |F#o   ||
B1: ||G-7   |C7   |F6   |A-7 Abj7 |Gj7   |Gb-7   |Fj7   |Fj7   ||
I1: ||C-   ||",1,214,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeKonitz_Wow-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Wow-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeKonitz_Wow-1_Solo_Solo.wav,LeeKonitz_Wow-1_FINAL.sv,ORIGINAL,as,F-maj,273,Lee Konitz,1949,SWING,4/4,1,COOL,MEDIUM UP,Wow,,FUNCTIONAL,233,437.956,13.50328598,11.3312846005
