id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
PaulDesmond_TheGirlFromEast9thStreet_FINAL.sv;3.44;3.63;4.73;0.14;0.02;0.01;0.01;0.02;0.06;0.0;0.0;0.12;0.14;0.09;0.25;0.04;0.11;0.82;3.25;8.0;3.82;6.04;2.77;0.05;0.07;0.63;0.65;0.13;0.0;0.1;0.0;0.2;0.72;0.17;0.65;1.0;3.35;1.3;2.16;1.0;1.57;5.43;0.04;0.08;0.24;0.11;0.03;0.14;0.14;0.14;0.07;0.85;0.97;0.84;0.18;4.22;2.5;Paul Desmond;The Girl from East 9th Street;The Girl from East 9th Street-1;COOL;LATIN;as;142.1;FUNCTIONAL;1964;6.52;4.2;0.06;3.97;-12;23;12;3.05;3.92;3.25;0.03;0.08;0.11;0.55;0.23;0.24;0.58;0.08;0.03;0.72;0.76;0.07;3.41;3.52;1.0;2.1;1.0;1.31;1.19;1.68;2.12;1.33;1.75;1.0;0.73;34.07;0.95;0.268382352941;0.211858313436;0.250922509225;0.172794117647;2.78;0.48;0.41;0.11;0.88;4.17;4.09;3.67;1.18;0.93;0.86;5.25;3.8;22;68.0;4.12;0.38;4.17;4.17;4.54;0.51;0.51
PepperAdams_ANightInTunisia_FINAL.sv;3.2;3.29;3.68;0.14;0.02;0.04;0.01;0.06;0.07;0.0;0.01;0.13;0.11;0.09;0.12;0.08;0.13;0.89;3.43;4.83;3.72;6.44;0.64;0.0;0.0;0.1;0.31;0.94;0.0;0.9;0.0;0.0;0.2;0.0;0.05;0.0;1.06;9.57;5.26;0.0;1.0;4.53;0.01;0.05;0.41;0.03;0.01;0.13;0.24;0.08;0.05;0.69;0.93;0.84;0.17;13.7;7.29;Pepper Adams;A Night in Tunisia;A Night in Tunisia-1;HARDBOP;LATIN;bs;127.7;FUNCTIONAL;1957;6.19;3.85;0.07;3.16;-17;32;17;2.52;3.4;2.44;0.0;0.01;0.01;0.33;0.05;0.05;0.23;0.71;0.0;0.55;0.61;0.62;1.25;1.38;1.0;2.22;0.0;3.39;1.0;1.0;1.87;2.53;1.0;0.0;0.91;24.15;0.94;0.421784472769;0.0785902385516;0.146751740139;0.0104287369641;2.23;0.54;0.43;0.03;0.72;5.26;4.46;3.0;1.26;0.95;0.97;8.46;4.23;27;57.0;5.31;0.36;5.06;4.3;5.25;0.33;0.33
PepperAdams_EarlyMorningMood_FINAL.sv;3.27;3.4;3.71;0.1;0.03;0.04;0.03;0.05;0.09;0.0;0.02;0.19;0.07;0.07;0.16;0.03;0.13;0.89;3.0;3.63;3.64;6.21;2.65;0.01;0.0;0.12;0.33;0.46;0.0;0.86;0.0;0.01;0.68;0.07;0.46;1.0;1.15;7.0;4.07;0.0;1.0;5.15;0.02;0.07;0.3;0.03;0.02;0.15;0.21;0.14;0.06;0.78;0.89;0.88;0.19;15.27;3.82;Pepper Adams;Early Morning Mood;Early Morning Mood-1;HARDBOP;SWING;bs;59.8;BLUES;1958;6.61;3.56;0.06;3.47;-10;22;12;2.84;3.7;2.14;0.0;0.05;0.02;0.19;0.05;0.12;0.49;0.34;0.01;0.72;0.54;0.75;1.91;1.31;1.0;1.59;1.0;1.5;1.0;1.31;2.52;3.96;1.0;0.0;0.97;43.43;0.96;0.472677595628;0.104775806572;0.195890410959;0.0136612021858;2.33;0.52;0.45;0.03;0.74;4.49;3.87;0.0;1.14;0.93;0.92;8.59;4.06;24;55.0;4.85;0.4;4.07;3.68;4.29;0.57;0.57
PepperAdams_HowHighTheMoon_FINAL.sv;3.29;3.33;3.29;0.13;0.06;0.03;0.01;0.06;0.1;0.01;0.02;0.11;0.12;0.1;0.12;0.03;0.11;0.92;3.0;3.5;3.44;6.06;1.88;0.0;0.0;0.21;0.56;0.73;0.0;0.77;0.0;0.02;0.6;0.03;0.24;0.0;1.56;5.36;3.32;0.0;1.0;4.65;0.02;0.04;0.28;0.02;0.02;0.15;0.3;0.13;0.05;0.73;0.77;0.88;0.14;12.38;5.95;Pepper Adams;How High the Moon;How High the Moon-1;HARDBOP;SWING;bs;115.7;FUNCTIONAL;1958;5.94;3.38;0.1;3.26;-10;20;10;2.66;3.53;2.47;0.0;0.02;0.02;0.29;0.05;0.05;0.34;0.59;0.0;0.66;0.63;0.64;1.43;1.37;1.0;1.88;0.0;2.61;1.0;1.0;2.07;3.21;1.0;0.0;0.89;36.09;0.94;0.341836734694;0.096127681842;0.182051282051;0.0102040816327;2.14;0.48;0.5;0.02;0.69;5.28;4.82;0.0;0.96;0.96;0.93;9.43;4.18;23;55.0;5.27;0.34;4.55;3.82;4.52;0.39;0.39
PepperAdams_JustOneOfThoseThings_FINAL.sv;3.48;3.25;3.55;0.11;0.04;0.06;0.02;0.05;0.07;0.0;0.02;0.12;0.11;0.08;0.12;0.07;0.13;0.95;3.0;3.67;3.31;6.6;0.45;0.0;0.0;0.85;0.38;0.97;0.0;0.1;0.0;0.05;0.15;0.0;0.03;1.0;8.0;1.25;4.35;0.0;1.09;4.68;0.01;0.03;0.33;0.02;0.02;0.12;0.29;0.13;0.04;0.71;0.92;0.85;0.2;5.92;7.74;Pepper Adams;Just One of Those Things;Just One of Those Things-1;HARDBOP;SWING;bs;314.0;FUNCTIONAL;1957;6.32;3.29;0.04;3.2;-16;28;16;2.56;3.48;2.3;0.01;0.0;0.07;0.76;0.13;0.07;0.1;0.82;0.0;0.43;0.5;0.04;1.23;4.38;1.0;3.44;0.0;6.05;1.0;1.02;2.6;1.07;1.24;1.33;0.74;24.66;0.93;0.224935732648;0.17529685396;0.261904761905;0.0886889460154;2.2;0.51;0.47;0.02;0.71;4.47;4.88;0.0;1.09;0.96;0.96;7.85;4.22;26;55.0;5.03;0.35;4.24;3.89;4.76;0.32;0.32
PepperAdams_You'dBeSoNiceToComeHomeTo_FINAL.sv;3.0;4.0;3.55;0.11;0.02;0.06;0.04;0.06;0.07;0.0;0.0;0.14;0.15;0.04;0.14;0.04;0.13;0.88;0.0;0.0;3.0;6.03;2.78;0.0;0.0;0.4;0.85;0.24;0.0;0.51;0.0;0.09;0.89;0.19;0.57;0.0;2.15;2.29;2.0;0.0;1.0;4.99;0.02;0.08;0.27;0.01;0.02;0.14;0.24;0.15;0.06;0.76;0.82;0.9;0.16;8.75;3.23;Pepper Adams;You'd Be So Nice to Come Home to;You'd Be So Nice to Come Home to-1;HARDBOP;SWING;bs;88.6;FUNCTIONAL;1958;6.21;0.0;0.0;3.79;-14;25;14;3.08;3.61;2.92;0.01;0.05;0.04;0.51;0.06;0.19;0.57;0.18;0.01;0.72;0.65;0.38;2.39;2.63;1.0;1.6;1.0;1.14;1.0;1.13;1.9;1.71;1.0;1.0;0.87;30.22;0.9;0.292857142857;0.154547790339;0.273381294964;0.0357142857143;2.09;0.5;0.49;0.01;0.67;3.95;3.84;2.0;1.03;0.96;0.95;7.11;4.16;21;55.0;5.0;0.44;4.17;3.33;4.25;0.54;0.54
PhilWoods_BeMyLove_FINAL.sv;3.24;3.38;3.51;0.1;0.05;0.05;0.04;0.06;0.09;0.0;0.02;0.13;0.14;0.07;0.11;0.04;0.1;0.95;3.38;3.54;4.07;6.55;1.95;0.01;0.01;0.79;0.5;0.69;0.0;0.14;0.0;0.06;0.49;0.01;0.29;1.0;6.28;1.25;3.36;0.0;1.3;4.77;0.02;0.04;0.25;0.01;0.03;0.11;0.35;0.13;0.06;0.73;0.85;0.85;0.17;6.47;5.88;Phil Woods;Be My Love;Be My Love-1;BEBOP;SWING;as;218.0;FUNCTIONAL;1955;6.37;3.48;0.2;3.41;-12;23;12;2.67;3.55;2.53;0.0;0.02;0.05;0.71;0.16;0.04;0.49;0.45;0.0;0.65;0.56;0.08;1.62;4.36;1.0;1.52;0.0;1.5;1.0;1.04;2.59;1.27;1.44;1.0;0.7;19.7;0.99;0.133426966292;0.140958098263;0.224331926864;0.0575842696629;2.12;0.46;0.53;0.01;0.68;4.22;4.64;0.0;0.87;0.95;0.87;9.7;4.22;24;64.0;5.21;0.4;3.86;4.0;5.43;0.41;0.41
PhilWoods_CottonTail_FINAL.sv;3.0;3.5;3.67;0.09;0.01;0.05;0.04;0.06;0.14;0.01;0.01;0.13;0.1;0.08;0.12;0.09;0.11;0.91;3.0;3.57;3.4;6.36;1.46;0.01;0.01;0.85;0.38;0.81;0.0;0.08;0.0;0.06;0.46;0.0;0.18;1.0;7.13;1.23;4.0;0.0;1.0;5.02;0.03;0.06;0.22;0.04;0.01;0.15;0.3;0.15;0.06;0.77;0.87;0.84;0.18;6.45;6.49;Phil Woods;Cotton Tail;Cotton Tail-1;BEBOP;SWING;as;241.5;FUNCTIONAL;1961;6.38;3.5;0.1;3.61;-17;28;17;2.84;3.62;2.11;0.0;0.01;0.03;0.75;0.19;0.03;0.39;0.57;0.0;0.6;0.54;0.04;1.5;4.97;1.0;1.76;0.0;2.11;1.2;1.0;3.02;1.17;1.48;0.0;0.66;0.27;1.0;0.145;0.142964824121;0.185929648241;0.1;2.34;0.45;0.52;0.04;0.75;4.0;4.5;0.0;0.86;0.97;0.95;9.11;4.11;23;64.0;4.8;0.42;4.33;4.15;4.78;0.36;0.36
PhilWoods_CrazyRhythm_FINAL.sv;3.25;3.43;3.92;0.08;0.03;0.03;0.03;0.05;0.06;0.01;0.0;0.11;0.09;0.16;0.17;0.04;0.15;0.88;3.25;3.0;5.44;5.95;1.71;0.0;0.01;0.79;0.5;0.77;0.0;0.13;0.0;0.08;0.55;0.02;0.22;1.0;5.33;1.21;3.0;0.0;1.08;4.91;0.03;0.04;0.23;0.14;0.02;0.17;0.21;0.08;0.08;0.82;1.0;0.92;0.25;5.56;5.47;Phil Woods;Crazy Rhythm;Crazy Rhythm-1;BEBOP;SWING;as;236.2;FUNCTIONAL;1961;5.91;3.13;0.09;4.3;-23;46;23;2.78;3.68;2.91;0.01;0.01;0.07;0.61;0.25;0.09;0.36;0.53;0.0;0.7;0.65;0.07;1.38;3.0;1.0;1.57;0.0;1.87;1.0;1.21;2.07;1.5;1.55;1.0;0.64;33.91;0.9;0.153005464481;0.164579955564;0.236263736264;0.0928961748634;2.61;0.41;0.45;0.14;0.91;3.42;3.8;11.0;0.93;0.94;0.85;7.0;4.01;33;64.0;4.88;0.47;3.4;3.4;5.6;0.39;0.39
PhilWoods_HoneysuckleRose_FINAL.sv;3.67;3.08;3.38;0.09;0.03;0.05;0.0;0.06;0.09;0.0;0.02;0.17;0.09;0.1;0.13;0.03;0.15;0.89;4.25;3.75;3.71;6.28;1.03;0.0;0.0;0.79;0.46;0.9;0.0;0.17;0.0;0.04;0.33;0.01;0.1;1.0;6.71;2.0;4.12;0.0;1.11;4.97;0.02;0.05;0.24;0.04;0.02;0.16;0.27;0.12;0.08;0.78;0.87;0.82;0.15;7.46;7.26;Phil Woods;Honeysuckle Rose;Honeysuckle Rose-1;BEBOP;SWING;as;233.3;FUNCTIONAL;1961;6.23;4.0;0.1;3.57;-14;25;14;2.8;3.67;1.88;0.0;0.01;0.02;0.81;0.11;0.02;0.32;0.66;0.0;0.54;0.48;0.06;1.29;5.33;1.0;1.89;0.0;2.56;1.0;1.0;3.22;1.56;1.13;0.0;0.71;12.92;0.98;0.129707112971;0.133315460075;0.224789915966;0.0418410041841;2.25;0.47;0.49;0.04;0.76;4.58;4.09;4.0;0.95;0.93;0.8;9.83;4.18;28;65.0;5.53;0.35;3.69;3.78;4.18;0.32;0.32
PhilWoods_OnASlowBoatToChina_FINAL.sv;3.63;3.46;3.52;0.09;0.04;0.07;0.03;0.05;0.06;0.01;0.01;0.16;0.1;0.09;0.11;0.05;0.14;0.92;3.52;3.54;3.9;6.6;0.95;0.0;0.0;0.85;0.37;0.91;0.0;0.12;0.0;0.02;0.3;0.0;0.09;1.0;7.9;1.41;4.51;0.0;1.05;4.78;0.03;0.02;0.28;0.04;0.01;0.17;0.3;0.1;0.04;0.72;0.92;0.84;0.19;6.49;6.56;Phil Woods;On a Slow Boat to China;On a Slow Boat to China-1;BEBOP;SWING;as;242.6;BLUES;1951;6.31;3.53;0.24;3.01;-10;21;11;2.36;3.43;2.27;0.0;0.0;0.04;0.75;0.15;0.05;0.33;0.61;0.0;0.61;0.49;0.05;1.38;4.3;1.0;1.84;0.0;2.45;1.03;1.05;2.65;1.2;1.3;1.0;0.75;43.82;0.96;0.258559622196;0.163958945632;0.246453900709;0.0814639905549;2.35;0.46;0.51;0.04;0.76;3.97;4.47;7.0;0.9;0.96;0.88;10.95;4.24;26;64.0;5.15;0.37;3.74;3.96;5.0;0.31;0.31
PhilWoods_Strollin'WithPam_FINAL.sv;3.33;3.4;3.63;0.09;0.03;0.06;0.07;0.06;0.08;0.0;0.01;0.13;0.1;0.08;0.12;0.05;0.11;0.93;5.63;3.42;5.26;6.58;2.49;0.01;0.02;0.6;0.67;0.43;0.0;0.32;0.0;0.06;0.65;0.04;0.52;1.0;3.55;2.28;2.62;0.0;1.18;5.02;0.03;0.04;0.33;0.05;0.03;0.15;0.22;0.09;0.06;0.77;0.89;0.9;0.17;7.28;4.22;Phil Woods;Strollin' with Pam;Strollin' with Pam-1;BEBOP;SWING;as;138.9;BLUES;1955;6.45;4.68;0.17;3.46;-12;25;13;2.61;3.63;3.12;0.0;0.05;0.06;0.56;0.15;0.09;0.52;0.34;0.0;0.78;0.8;0.24;3.06;2.56;1.03;2.34;0.0;2.6;1.06;1.16;1.87;1.77;1.13;0.0;0.81;26.2;0.95;0.247987117552;0.16768999013;0.270967741935;0.0644122383253;2.42;0.51;0.44;0.05;0.78;4.61;4.24;3.71;1.14;0.94;0.88;7.62;4.13;26;66.0;4.96;0.41;4.86;3.45;5.33;0.47;0.47
RedGarland_Oleo_FINAL.sv;3.58;3.2;3.6;0.12;0.02;0.04;0.05;0.04;0.09;0.01;0.01;0.12;0.13;0.08;0.15;0.03;0.12;0.9;3.23;3.57;3.33;6.32;1.58;0.0;0.01;0.82;0.37;0.77;0.0;0.02;0.0;0.15;0.43;0.01;0.21;1.0;8.86;1.14;5.07;1.0;2.04;4.73;0.03;0.05;0.28;0.02;0.03;0.12;0.29;0.15;0.02;0.75;0.9;0.91;0.14;5.8;6.4;Red Garland;Oleo;Oleo-1;HARDBOP;SWING;p;264.9;FUNCTIONAL;1956;6.07;3.35;0.12;3.53;-11;28;17;2.69;3.54;2.05;0.01;0.01;0.03;0.74;0.21;0.03;0.29;0.67;0.0;0.56;0.47;0.01;1.85;5.94;1.0;2.92;0.0;4.6;1.09;1.0;3.45;1.0;1.8;1.0;0.71;10.08;0.97;0.210526315789;0.134505624219;0.224274406332;0.0447368421053;2.26;0.49;0.49;0.02;0.72;4.11;4.36;3.0;0.99;0.95;0.94;9.82;4.43;33;53.0;5.99;0.44;4.23;4.3;4.94;0.28;0.28
RexStewart_Perdido_FINAL.sv;3.25;0.0;3.27;0.14;0.03;0.05;0.05;0.05;0.09;0.0;0.0;0.18;0.08;0.11;0.12;0.02;0.08;0.91;3.5;4.4;3.65;6.23;2.83;0.01;0.02;0.53;0.68;0.53;0.0;0.3;0.01;0.15;0.61;0.09;0.36;1.0;2.21;1.55;1.7;1.0;1.14;5.27;0.03;0.05;0.29;0.17;0.05;0.09;0.16;0.1;0.06;0.83;0.93;0.75;0.21;4.3;3.19;Rex Stewart;Perdido;Perdido-1;SWING;SWING;cor;177.8;FUNCTIONAL;1950;6.54;3.85;0.13;4.09;-14;34;20;2.82;3.85;3.87;0.04;0.07;0.08;0.41;0.28;0.17;0.42;0.33;0.02;0.8;0.85;0.2;1.8;1.92;1.0;1.53;1.0;1.65;1.05;1.24;1.54;1.42;1.49;1.1;0.74;47.28;0.94;0.252707581227;0.216243525349;0.298913043478;0.13357400722;2.79;0.47;0.36;0.17;0.93;3.97;4.18;4.36;1.32;0.94;0.95;6.04;4.36;28;74.0;6.47;0.38;3.55;3.9;4.13;0.64;0.64
RoyEldridge_BodyAndSoul_FINAL.sv;3.0;3.5;3.47;0.1;0.02;0.06;0.04;0.07;0.08;0.0;0.01;0.11;0.1;0.09;0.16;0.04;0.12;0.95;3.33;3.33;3.5;6.37;2.6;0.01;0.0;0.25;0.57;0.57;0.0;0.68;0.0;0.06;0.66;0.07;0.35;1.0;1.61;3.96;2.61;0.0;1.19;5.17;0.02;0.06;0.25;0.09;0.03;0.1;0.26;0.14;0.06;0.81;0.87;0.76;0.16;9.15;4.08;Roy Eldridge;Body and Soul;Body and Soul-1;SWING;SWING;tp;107.0;FUNCTIONAL;1938;6.35;3.33;0.11;4.0;-17;32;17;2.84;3.68;2.99;0.0;0.05;0.05;0.48;0.07;0.07;0.59;0.29;0.0;0.74;0.76;0.4;2.08;1.85;1.0;1.57;0.0;1.2;1.0;1.15;1.67;1.74;1.16;0.0;0.83;23.73;0.95;0.32268370607;0.114521893176;0.190705128205;0.038338658147;2.56;0.46;0.45;0.09;0.84;4.56;4.89;4.0;1.04;0.96;0.93;7.16;4.29;25;69.0;5.59;0.32;3.5;3.7;4.0;0.47;0.47
RoyEldridge_KingDavid_FINAL.sv;3.5;3.0;3.5;0.11;0.05;0.03;0.03;0.02;0.1;0.0;0.0;0.27;0.07;0.05;0.11;0.01;0.14;0.82;5.0;4.0;4.5;5.44;2.66;0.01;0.02;0.75;0.56;0.21;0.0;0.08;0.0;0.16;0.68;0.15;0.63;1.0;5.38;1.8;3.11;0.0;1.29;5.04;0.04;0.09;0.22;0.04;0.03;0.1;0.3;0.12;0.07;0.8;0.82;0.78;0.18;4.85;3.02;Roy Eldridge;King David;King David-1;SWING;SWING;tp;149.8;BLUES;1950;5.88;4.5;0.06;3.94;-9;26;17;3.06;3.66;2.8;0.02;0.08;0.07;0.61;0.26;0.23;0.61;0.09;0.0;0.76;0.65;0.04;3.29;3.83;1.13;2.24;0.0;1.67;1.14;1.63;2.43;2.5;1.67;1.0;0.75;33.36;0.92;0.330434782609;0.142124332571;0.188596491228;0.095652173913;2.38;0.45;0.51;0.04;0.77;4.09;4.23;3.0;0.88;0.86;0.91;6.63;3.52;22;70.0;4.26;0.46;3.67;3.22;3.88;0.5;0.5
RoyEldridge_St.LouisBlues_FINAL.sv;3.0;3.33;3.29;0.06;0.08;0.04;0.05;0.05;0.04;0.0;0.0;0.17;0.06;0.06;0.19;0.11;0.09;0.9;3.07;3.0;8.95;5.41;0.68;0.0;0.0;0.74;0.48;0.94;0.0;0.09;0.0;0.16;0.21;0.0;0.05;1.0;4.64;1.13;2.75;1.0;1.39;3.64;0.01;0.0;0.38;0.08;0.0;0.09;0.38;0.04;0.01;0.58;0.96;0.85;0.19;5.28;7.95;Roy Eldridge;St. Louis Blues;St. Louis Blues-1;SWING;SWING;tp;361.3;BLUES;1944;4.51;3.05;0.16;2.05;-4;14;10;1.53;2.67;2.69;0.03;0.01;0.04;0.66;0.23;0.04;0.21;0.74;0.0;0.52;0.6;0.04;1.68;3.69;1.0;3.26;0.0;5.64;1.57;1.0;2.38;1.0;1.57;1.0;0.75;38.66;0.97;0.236363636364;0.176861313869;0.273722627737;0.08;2.41;0.45;0.47;0.08;0.84;3.57;3.95;5.5;0.95;0.83;0.53;5.62;3.28;21;73.0;3.38;0.61;3.2;3.19;10.0;0.42;0.42
RoyEldridge_TheGasser-1_FINAL.sv;3.6;3.5;3.76;0.09;0.05;0.07;0.04;0.05;0.14;0.0;0.01;0.11;0.11;0.1;0.12;0.03;0.08;0.95;3.25;3.48;5.17;6.31;2.01;0.0;0.01;0.75;0.55;0.7;0.0;0.13;0.0;0.11;0.51;0.02;0.28;1.0;4.49;1.29;2.75;0.0;1.27;4.17;0.0;0.02;0.32;0.03;0.0;0.11;0.39;0.1;0.03;0.63;0.93;0.97;0.19;6.1;5.88;Roy Eldridge;The Gasser;The Gasser-1;SWING;SWING;tp;231.3;FUNCTIONAL;1943;5.63;3.43;0.22;2.44;-7;16;9;2.0;3.12;2.76;0.02;0.04;0.04;0.68;0.16;0.03;0.34;0.6;0.0;0.64;0.62;0.1;1.39;3.88;1.07;1.89;0.0;2.6;1.13;1.22;2.38;1.2;1.52;1.0;0.76;4.36;0.99;0.244019138756;0.154575860842;0.225419664269;0.0837320574163;2.3;0.45;0.52;0.03;0.74;3.65;4.15;3.0;0.88;0.94;0.76;7.32;3.96;26;68.0;4.46;0.53;3.35;3.83;6.5;0.42;0.42
RoyEldridge_TheGasser-2_FINAL.sv;4.0;3.5;3.78;0.14;0.04;0.03;0.04;0.05;0.09;0.0;0.0;0.18;0.1;0.1;0.12;0.05;0.08;0.89;3.33;4.33;4.08;6.11;2.38;0.0;0.04;0.72;0.54;0.63;0.0;0.07;0.0;0.17;0.6;0.06;0.31;1.22;4.47;1.17;2.72;1.0;1.51;4.32;0.03;0.03;0.32;0.06;0.0;0.11;0.38;0.05;0.02;0.66;0.97;0.93;0.21;4.66;4.62;Roy Eldridge;The Gasser;The Gasser-2;SWING;SWING;tp;237.7;FUNCTIONAL;1943;5.74;3.76;0.19;3.22;-7;27;20;2.23;3.24;2.99;0.03;0.05;0.05;0.59;0.28;0.07;0.42;0.47;0.0;0.66;0.67;0.05;1.72;3.44;1.0;1.72;1.0;2.06;1.14;1.05;2.25;1.25;1.79;1.0;0.72;25.66;0.96;0.262295081967;0.232439063848;0.287828947368;0.177049180328;2.44;0.41;0.53;0.06;0.79;4.14;5.43;3.33;0.78;0.92;0.92;8.36;4.46;33;74.0;6.97;0.38;3.5;4.63;6.39;0.47;0.47
RoyEldridge_Undecided_FINAL.sv;3.0;3.0;3.64;0.1;0.01;0.04;0.06;0.04;0.1;0.0;0.01;0.14;0.08;0.1;0.16;0.05;0.12;0.89;6.0;3.29;5.14;6.26;1.75;0.01;0.02;0.78;0.48;0.8;0.0;0.11;0.01;0.08;0.39;0.02;0.17;1.0;4.83;1.35;2.88;1.0;1.09;4.77;0.02;0.02;0.28;0.11;0.01;0.15;0.27;0.1;0.04;0.75;0.85;0.8;0.18;5.01;5.09;Roy Eldridge;Undecided;Undecided-1;SWING;SWING;tp;243.6;FUNCTIONAL;1950;5.85;4.64;0.16;2.84;-9;21;12;2.19;3.35;2.7;0.02;0.03;0.07;0.64;0.24;0.06;0.41;0.5;0.0;0.62;0.61;0.03;1.53;4.14;1.13;1.65;1.0;1.94;1.16;1.19;2.49;1.25;1.64;1.0;0.69;8.55;0.95;0.164596273292;0.191409802442;0.267912772586;0.114906832298;2.68;0.44;0.45;0.11;0.88;4.59;4.4;6.0;0.96;0.91;0.85;6.5;3.8;23;70.0;4.32;0.39;5.13;4.13;5.17;0.45;0.45
SidneyBechet_BabyWon'tYouPleaseComeHome_FINAL.sv;3.0;0.0;3.0;0.08;0.04;0.04;0.02;0.02;0.03;0.0;0.01;0.26;0.07;0.11;0.16;0.06;0.08;0.88;3.0;3.33;3.7;5.28;2.4;0.0;0.03;0.82;0.47;0.65;0.0;0.08;0.0;0.07;0.76;0.08;0.27;1.0;5.13;1.14;3.03;0.0;1.0;4.52;0.0;0.07;0.33;0.15;0.0;0.07;0.25;0.04;0.08;0.71;0.81;0.75;0.2;5.46;4.72;Sidney Bechet;Baby Won't You Please Come Home;Baby Won't You Please Come Home-1;TRADITIONAL;TWOBEAT;ss;207.0;FUNCTIONAL;1941;5.46;3.14;0.15;2.67;-7;14;7;2.02;3.24;2.61;0.0;0.02;0.08;0.65;0.24;0.08;0.58;0.32;0.0;0.7;0.67;0.03;1.68;2.91;1.0;1.41;0.0;1.23;1.0;1.0;2.02;1.0;1.5;0.0;0.67;34.32;0.94;0.28;0.193787878788;0.257575757576;0.13;2.78;0.45;0.39;0.15;0.92;4.0;3.6;4.67;1.15;0.82;0.72;7.0;3.17;18;72.0;3.38;0.39;4.0;3.6;5.17;0.46;0.46
SidneyBechet_I'mComingVirginia_FINAL.sv;3.0;3.33;3.82;0.11;0.03;0.02;0.01;0.03;0.08;0.0;0.0;0.26;0.15;0.14;0.09;0.01;0.08;0.81;3.0;3.5;3.2;5.57;3.14;0.03;0.1;0.74;0.56;0.45;0.0;0.07;0.02;0.08;0.8;0.14;0.38;1.25;4.11;1.0;2.39;1.0;1.0;4.97;0.01;0.07;0.2;0.12;0.0;0.2;0.17;0.18;0.05;0.78;0.84;0.84;0.18;4.4;3.53;Sidney Bechet;I'm Coming Virginia;I'm Coming Virginia-1;TRADITIONAL;TWOBEAT;ss;192.8;FUNCTIONAL;1941;5.82;3.25;0.09;3.26;-7;18;11;2.68;3.61;3.14;0.05;0.05;0.12;0.58;0.23;0.14;0.6;0.21;0.0;0.77;0.72;0.03;2.21;2.86;1.0;1.55;0.0;1.0;1.33;1.25;1.93;1.0;1.5;1.0;0.63;31.67;0.86;0.266666666667;0.229761904762;0.25;0.209523809524;2.73;0.44;0.44;0.12;0.88;3.75;4.75;3.67;1.0;0.82;0.92;6.8;3.58;21;72.0;4.62;0.39;3.33;3.4;4.1;0.58;0.58
